index	original	background	difference
1059	6636	2045	4591
1060	6847	2287	4560
1061	6896	2397	4499
1062	6601	2158	4443
1063	6526	2132	4394
1064	6563	2267	4296
1065	6657	2370	4287
1066	6573	2211	4362
1067	6482	2044	4438
1068	6874	2345	4529
1069	6867	2386	4481
1070	6782	2248	4534
1071	6670	2140	4530
1072	6746	2192	4554
1073	6954	2384	4570
1074	6951	2263	4688
1075	6735	2022	4713
1076	7027	2334	4693
1077	7069	2415	4654
1078	6810	2186	4624
1079	6884	2158	4726
1080	7149	2417	4732
1081	7076	2383	4693
1082	6970	2225	4745
1083	6769	2064	4705
1084	6933	2238	4695
1085	6900	2251	4649
1086	6829	2166	4663
1087	6709	2074	4635
1088	6882	2271	4611
1089	7046	2372	4674
1090	6842	2176	4666
1091	6898	2166	4732
1092	7113	2376	4737
1093	7113	2412	4701
1094	6887	2178	4709
1095	6684	2024	4660
1096	6857	2213	4644
1097	7018	2393	4625
1098	6850	2238	4612
1099	6549	2034	4515
1100	6668	2121	4547
1101	6909	2381	4528
1102	6754	2219	4535
1103	6708	2093	4615
1104	6993	2275	4718
1105	6985	2306	4679
1106	6753	2126	4627
1107	6812	2045	4767
1108	6945	2218	4727
1109	6933	2274	4659
1110	6698	2117	4581
1111	6893	2210	4683
1112	7055	2375	4680
1113	7110	2419	4691
1114	6920	2188	4732
1115	6723	2008	4715
1116	6751	2148	4603
1117	6929	2279	4650
1118	6989	2255	4734
1119	6834	2114	4720
1120	6959	2211	4748
1121	7102	2272	4830
1122	7105	2241	4864
1123	7033	2161	4872
1124	7296	2421	4875
1125	7323	2422	4901
1126	6937	2134	4803
1127	6844	2017	4827
1128	7031	2213	4818
1129	7111	2265	4846
1130	7008	2083	4925
1131	6962	2030	4932
1132	7079	2202	4877
1133	7267	2350	4917
1134	7012	2147	4865
1135	6898	2014	4884
1136	7283	2348	4935
1137	7377	2436	4941
1138	7049	2194	4855
1139	6978	2072	4906
1140	7118	2286	4832
1141	7231	2313	4918
1142	7229	2208	5021
1143	7346	2236	5110
1144	7364	2341	5023
1145	7280	2322	4958
1146	7219	2219	5000
1147	7112	2066	5046
1148	7189	2198	4991
1149	7219	2295	4924
1150	7061	2112	4949
1151	7366	2229	5137
1152	7375	2258	5117
1153	7334	2297	5037
1154	7276	2198	5078
1155	7198	2114	5084
1156	7361	2273	5088
1157	7629	2557	5072
1158	7377	2252	5125
1159	7137	2035	5102
1160	7472	2354	5118
1161	7537	2420	5117
1162	7334	2175	5159
1163	7244	2094	5150
1164	7406	2237	5169
1165	7542	2392	5150
1166	7431	2229	5202
1167	7306	2091	5215
1168	7618	2368	5250
1169	7612	2397	5215
1170	7300	2122	5178
1171	7553	2291	5262
1172	7806	2526	5280
1173	7754	2493	5261
1174	7470	2218	5252
1175	7261	2044	5217
1176	7503	2264	5239
1177	7670	2330	5340
1178	7464	2166	5298
1179	7362	1969	5393
1180	7542	2129	5413
1181	7721	2350	5371
1182	7626	2175	5451
1183	7464	2031	5433
1184	7608	2261	5347
1185	7675	2301	5374
1186	7577	2165	5412
1187	7462	2025	5437
1188	7661	2117	5544
1189	7929	2300	5629
1190	7730	2216	5514
1191	7509	2052	5457
1192	7743	2265	5478
1193	7843	2345	5498
1194	7603	2102	5501
1195	7529	1992	5537
1196	7728	2174	5554
1197	7940	2347	5593
1198	7801	2164	5637
1199	7805	2134	5671
1200	8109	2452	5657
1201	8239	2518	5721
1202	7893	2153	5740
1203	7762	2086	5676
1204	8044	2336	5708
1205	8235	2526	5709
1206	7979	2241	5738
1207	7811	2053	5758
1208	7950	2160	5790
1209	8096	2290	5806
1210	7947	2208	5739
1211	7856	2122	5734
1212	7956	2253	5703
1213	8175	2360	5815
1214	7923	2188	5735
1215	7776	2069	5707
1216	7882	2219	5663
1217	8111	2355	5756
1218	8060	2218	5842
1219	7994	2091	5903
1220	8169	2283	5886
1221	8246	2369	5877
1222	8064	2212	5852
1223	7968	2069	5899
1224	8135	2226	5909
1225	8265	2297	5968
1226	8082	2102	5980
1227	7967	1948	6019
1228	8371	2346	6025
1229	8491	2439	6052
1230	8274	2197	6077
1231	8202	2083	6119
1232	8355	2292	6063
1233	8344	2317	6027
1234	8166	2155	6011
1235	8203	2086	6117
1236	8507	2326	6181
1237	8568	2387	6181
1238	8339	2157	6182
1239	8165	1943	6222
1240	8461	2227	6234
1241	8649	2458	6191
1242	8387	2173	6214
1243	8336	2019	6317
1244	8601	2252	6349
1245	8737	2406	6331
1246	8512	2162	6350
1247	8448	2099	6349
1248	8708	2310	6398
1249	8819	2346	6473
1250	8767	2137	6630
1251	8606	2105	6501
1252	8661	2246	6415
1253	8749	2259	6490
1254	8643	2157	6486
1255	8559	2107	6452
1256	8812	2345	6467
1257	8824	2346	6478
1258	8580	2107	6473
1259	8531	2002	6529
1260	8860	2209	6651
1261	8907	2279	6628
1262	9027	2356	6671
1263	8760	2140	6620
1264	8900	2270	6630
